"","Term","Overlap","P.value","Adjusted.P.value","Old.P.value","Old.Adjusted.P.value","Z.score","Combined.Score","Genes"
"454","regulation of interleukin-1 beta production (GO:0032651)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.79878913749425,4.17534430867263,"IFI16"
"455","positive regulation of stem cell proliferation (GO:2000648)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.99870934173022,4.16582511723835,"PTPRC"
"456","positive regulation of cytoplasmic transport (GO:1903651)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.62826350841874,4.15456707179884,"MSN"
"457","negative regulation of coagulation (GO:0050819)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.88783667022658,4.14354084420248,"APOE"
"458","wound healing (GO:0042060)","2/51",0.0541335861339682,0.224251975271439,0.0790617260657656,0.299516826802904,-1.4153477722822,4.12757937347915,"MMP12;SLC11A1"
"459","toll-like receptor 9 signaling pathway (GO:0034162)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.76519422354268,4.09736388848649,"UNC93B1"
"460","negative regulation of platelet activation (GO:0010544)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.85885640483525,4.07993316287146,"APOE"
"461","melanosome localization (GO:0032400)","1/21",0.143582964884948,0.270762868053775,0.176662584834844,0.338978367398068,-2.09144390259873,4.0591627071109,"MLPH"
"462","DNA strand elongation involved in DNA replication (GO:0006271)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.89510534837146,4.05141086375258,"PARP3"
"463","positive regulation of toll-like receptor signaling pathway (GO:0034123)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-2.02951425772342,4.03073370254086,"RSAD2"
"464","negative regulation of chemokine production (GO:0032682)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.73455498723463,4.02624417896952,"APOD"
"465","complement activation, classical pathway (GO:0006958)","4/124",0.0133179893491698,0.102208217628888,0.0263769989361475,0.201166352645935,-0.929809203455473,4.01551082326619,"C1QB;C1QA;IGHM;C1QC"
"466","establishment of melanosome localization (GO:0032401)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.97295523089941,4.01254342958651,"MLPH"
"467","regulation of viral transcription (GO:0046782)","2/41",0.0364987754628341,0.206025356769719,0.0547944417459802,0.299516826802904,-1.20854855153098,4.00087166103688,"IFITM3;TRIM14"
"468","regulation of mRNA catabolic process (GO:0061013)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-1.76110805504192,3.97271559958351,"ZC3HAV1"
"469","stem cell development (GO:0048864)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-1.75840574540066,3.96661971714402,"PTPRC"
"470","positive regulation of collagen metabolic process (GO:0010714)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.8060504169437,3.96403131018584,"VIM"
"471","pattern recognition receptor signaling pathway (GO:0002221)","2/49",0.0504028843049291,0.224251975271439,0.0739740011510766,0.299516826802904,-1.32611065484357,3.96202992349701,"UNC93B1;CTSS"
"472","high-density lipoprotein particle assembly (GO:0034380)","1/14",0.0981560029032774,0.237505990960741,0.124102364595315,0.305814620321788,-1.70357147769512,3.95432534339176,"APOE"
"473","RNA stabilization (GO:0043489)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.88620689699033,3.93134104280937,"SLC11A1"
"474","virion assembly (GO:0019068)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.88537089211467,3.92959859330136,"APOE"
"475","positive regulation of membrane protein ectodomain proteolysis (GO:0051044)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.78595093316828,3.91991571836357,"APOE"
"476","purine ribonucleoside bisphosphate metabolic process (GO:0034035)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.96864085162101,3.90983556712167,"SULT1C2"
"477","positive regulation of lipid storage (GO:0010884)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.95613658102005,3.88500135630241,"C3"
"478","substrate-dependent cell migration (GO:0006929)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.76966820458642,3.88417737722524,"PTPRC"
"479","regulation of secretion (GO:0051046)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-1.71933549157728,3.87848486000142,"OAS2"
"480","humoral immune response mediated by circulating immunoglobulin (GO:0002455)","4/126",0.0140514953316032,0.105825324216137,0.0277160974582079,0.208736858982128,-0.903203112497228,3.85218517316663,"C1QB;C1QA;IGHM;C1QC"
"481","regulation of T cell mediated cytotoxicity (GO:0001914)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.74406466146888,3.82798113507306,"PTPRC"
"482","positive regulation of protein kinase activity (GO:0045860)","4/173",0.0389796099642648,0.218467116311344,0.0708391783217614,0.299516826802904,-1.17265458003108,3.80493177133944,"PTPRC;CSF1;SLC11A1;IRGM"
"483","nitric oxide mediated signal transduction (GO:0007263)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.73130926391412,3.79998479853307,"APOE"
"484","positive regulation of nitric-oxide synthase activity (GO:0051000)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.77521311731545,3.79510179481492,"APOE"
"485","dendritic cell chemotaxis (GO:0002407)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.77365148742227,3.79176329739586,"PIK3CG"
"486","negative regulation of protein autophosphorylation (GO:0031953)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.48186451556214,3.7810253005058,"MVP"
"487","postsynaptic membrane organization (GO:0001941)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.76382224641072,3.77075006251113,"APOE"
"488","negative regulation of leukocyte apoptotic process (GO:2000107)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.57230169451434,3.76047486167358,"IRF7"
"489","regulation of chemokine production (GO:0032642)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.84883882023263,3.76011880264865,"EIF2AK2"
"490","vesicle cytoskeletal trafficking (GO:0099518)","1/21",0.143582964884948,0.270762868053775,0.176662584834844,0.338978367398068,-1.93652525782049,3.75849005472054,"MLPH"
"491","positive regulation of stress-activated protein kinase signaling cascade (GO:0070304)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.71007177683849,3.75337144658693,"EIF2AK2"
"492","positive regulation of osteoclast differentiation (GO:0045672)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-1.66345855937922,3.75243742096746,"CSF1"
"493","positive regulation of acute inflammatory response (GO:0002675)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.70753508782441,3.74780376443272,"OSMR"
"494","positive regulation of lipid localization (GO:1905954)","1/11",0.0779621065160457,0.226419271353951,0.100569832628294,0.299516826802904,-1.46838495739149,3.74663177130821,"C3"
"495","positive regulation of macrophage derived foam cell differentiation (GO:0010744)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.75028955799088,3.74181949095897,"CSF1"
"496","receptor internalization (GO:0031623)","2/51",0.0541335861339682,0.224251975271439,0.0790617260657656,0.299516826802904,-1.27393316115928,3.71517187660059,"FCER1G;ITGB2"
"497","response to molecule of bacterial origin (GO:0002237)","3/99",0.0365887355591036,0.206025356769719,0.0608659296141165,0.299516826802904,-1.12305280519138,3.71507536539235,"C4B;SLC11A1;FCGR2B"
"498","positive regulation of cyclic nucleotide biosynthetic process (GO:0030804)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.81980654671265,3.70107374347341,"APOE"
"499","positive regulation of interleukin-4 production (GO:0032753)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.68083834026321,3.68920808946159,"CD86"
"500","regulation of long-term synaptic potentiation (GO:1900271)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.85587165701589,3.68586936852342,"APOE"
"501","regulation of transcription factor import into nucleus (GO:0042990)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.85487958453872,3.68389905471365,"DDX58"
"502","regulation of response to interferon-gamma (GO:0060330)","1/15",0.104789199519157,0.245663395759892,0.131809974752839,0.314953642364827,-1.63184053484759,3.68111333672106,"STAT1"
"503","positive regulation of phosphorylation (GO:0042327)","4/209",0.0685565921581842,0.226419271353951,0.118362354774016,0.302816640133099,-1.35849640373239,3.64090038628217,"C3;GPNMB;IRGM;PROM2"
"504","regulation of B cell receptor signaling pathway (GO:0050855)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.7355709664625,3.61737696116447,"NFAM1"
"505","second-messenger-mediated signaling (GO:0019932)","2/63",0.0783821418253342,0.226419271353951,0.111640767051517,0.299516826802904,-1.41790686124146,3.61021654336148,"PLCG2;APOE"
"506","myeloid leukocyte differentiation (GO:0002573)","2/51",0.0541335861339682,0.224251975271439,0.0790617260657656,0.299516826802904,-1.23664143734451,3.60641800491355,"CSF1;IFI16"
"507","glutamine family amino acid catabolic process (GO:0009065)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.68613893125373,3.60467643117987,"ASPG"
"508","leukocyte tethering or rolling (GO:0050901)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.67123800323301,3.57282079755242,"SELPLG"
"509","B cell differentiation (GO:0030183)","2/53",0.0579588091935509,0.225291500252351,0.0842556350681282,0.299516826802904,-1.25231441329452,3.56661988543576,"NFAM1;PLCG2"
"510","leukocyte adhesion to vascular endothelial cell (GO:0061756)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.66630444247312,3.56227368908861,"SELPLG"
"511","regulation of lipopolysaccharide-mediated signaling pathway (GO:0031664)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.73781695501877,3.53432551102833,"LY86"
"512","regulation of cholesterol efflux (GO:0010874)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.73583854595369,3.53030187573707,"APOE"
"513","positive regulation of cholesterol transport (GO:0032376)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.6905943973861,3.52363420566033,"APOE"
"514","anion homeostasis (GO:0055081)","1/19",0.13084090260554,0.259314617828414,0.161973228996021,0.331371376808498,-1.73075011705117,3.51995316551802,"APOE"
"515","protein import (GO:0017038)","2/57",0.0658787945386279,0.226419271353951,0.0949413235002261,0.299516826802904,-1.29020196736231,3.50927022530009,"MMP12;APOE"
"516","regulation of glucose transport (GO:0010827)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.64089094349441,3.50794397811143,"C3"
"517","regulation of angiotensin levels in blood (GO:0002002)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.45871709337433,3.48881450618934,"CTSZ"
"518","positive regulation of response to endoplasmic reticulum stress (GO:1905898)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.63169046222671,3.48827492393895,"FCGR2B"
"519","establishment of apical/basal cell polarity (GO:0035089)","1/13",0.0914739934480205,0.228892358546669,0.116326867173244,0.299516826802904,-1.45674039859409,3.48408684415334,"MSN"
"520","response to purine-containing compound (GO:0014074)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.66793253524474,3.47640104747128,"STAT1"
"521","response to thyroid hormone (GO:0097066)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.40140127364467,3.45884658220375,"CTSS"
"522","regulation of tissue remodeling (GO:0034103)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.65546109138523,3.45040734593926,"GPNMB"
"523","regulation of macrophage activation (GO:0043030)","1/22",0.149884246435955,0.274484068321163,0.183911170649004,0.344119504087034,-1.81185595969187,3.43870688252853,"FCGR2B"
"524","negative regulation of cell junction assembly (GO:1901889)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.73031397498633,3.43650448791541,"APOD"
"525","ruffle organization (GO:0031529)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.60644409692654,3.43430251615946,"PLEK"
"526","folic acid metabolic process (GO:0046655)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.71599633919367,3.40806882804727,"MTHFD1L"
"527","negative regulation of intracellular transport (GO:0032387)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.63488914095801,3.40753010210445,"CD84"
"528","negative regulation of steroid biosynthetic process (GO:0010894)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.59198215038405,3.40338534979528,"APOE"
"529","embryonic cranial skeleton morphogenesis (GO:0048701)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.54811634541193,3.39790163522034,"MTHFD1L"
"530","high-density lipoprotein particle remodeling (GO:0034375)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.62650230277889,3.39004977096709,"APOE"
"531","icosanoid secretion (GO:0032309)","1/12",0.0847428144237608,0.226419271353951,0.108482889294545,0.299516826802904,-1.37325240115344,3.38937138388602,"BDKRB2"
"532","receptor metabolic process (GO:0043112)","2/59",0.0699667474155898,0.226419271353951,0.100423126585453,0.299516826802904,-1.26437710718773,3.3629082812688,"FCER1G;ITGB2"
"533","regulation of RIG-I signaling pathway (GO:0039535)","1/17",0.117910568321018,0.255071949286892,0.147023880582059,0.323882588850787,-1.57186178830449,3.36037145952169,"DDX60"
"534","regulation of collagen biosynthetic process (GO:0032965)","1/18",0.124399441185253,0.255071949286892,0.154531337317106,0.324974278302117,-1.60511499034324,3.34547310267697,"VIM"
"535","calcium-mediated signaling (GO:0019722)","2/71",0.0960836441221674,0.237505990960741,0.134966904270811,0.318253019525624,-1.42755772896831,3.34410562048222,"PLCG2;IRGM"
"536","regulation of mitochondrial fission (GO:0090140)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.68254257201206,3.34162769498169,"STAT2"
"537","aspartate family amino acid catabolic process (GO:0009068)","1/20",0.13723529665465,0.26501367382829,0.169350123755428,0.333988378273799,-1.66789394939886,3.31253467598066,"ASPG"
"538","negative regulation of platelet-derived growth factor receptor signaling pathway (GO:0010642)","1/16",0.111373937449823,0.249452778117168,0.139450285734049,0.318253019525624,-1.5060276270408,3.30552270943648,"APOD"
